,Title,Skills,Level,Link
232,IBM UI/UX Designer," User Story, Information Architecture, UI/UX Research, User Research, Persona (User Experience), User Interface and User Experience (UI/UX) Design, Design Thinking, Agile Software Development, UI/UX Strategy, Scrum (Software Development), User Centered Design, Design Research, Responsive Web Design, User Interface (UI), Figma (Design Software), Wireframing, User Experience, Adobe XD, Responsible AI, Prototyping",Beginner,https://www.coursera.org/professional-certificates/ibm-ui-ux-designer
233,Learning How to Learn: Powerful mental tools to help you master tough subjects," Learning Strategies, Lifelong Learning, Time Management, Willingness To Learn, Learning Theory, Productivity, Quick Learning, Growth Mindedness, Mental Concentration, Creativity, Cognitive flexibility, Habit Formation, Adaptability",Beginner,https://www.coursera.org/learn/learning-how-to-learn
234,Pharmacy Technician Fundamentals," Medical Terminology, Healthcare Ethics, Medication Dispensation, Pharmacist Assistance, Medical Prescription, Pharmacology, Conflict Management, Pharmacy Operations, Patient Communication, Anatomy, Pathology, Pharmacy Information System, Cultural Responsiveness, Intercultural Competence, Patient Safety, Patient-centered Care, Cultural Diversity, Pharmacy, Medical Records, Physiology",Beginner,https://www.coursera.org/specializations/pharmacy-technician-fundamentals
235,Medical Terminology," Medical Terminology, Medical History Documentation, Pulmonology, Cardiology, Electronic Medical Record System, Medical Records, Endocrinology, Human Musculoskeletal System, Respiratory Care, Orthopedics, Obstetrics And Gynecology, Respiration, Neurology, Gynecology, Urology, Hematology, Health Information Management and Medical Records, Anatomy, Immunology, Communication",Beginner,https://www.coursera.org/specializations/medicalterminology
236,Google Workspace Administrator," User Provisioning, Data Governance, Google Workspace, Data Loss Prevention, Gmail, User Accounts, Google Gemini, Information Management, Email Security, Data Management, Data Security, Document Management, Identity and Access Management, Mobile Security, Records Management, Cloud Management, Data Storage, Security Management, Cloud Security, Technical Support and Services",Beginner,https://www.coursera.org/professional-certificates/g-suite-administration
237,Agile Project Management," Agile Project Management, Backlogs, Agile Software Development, Agile Methodology, User Story, Sprint Planning, Agile Product Development, Product Roadmaps, Sprint Retrospectives, Product Requirements, Coaching, Team Management, Team Building, Organizational Change, Waterfall Methodology, Project Management Software, Prioritization, Problem Solving, Influencing, Estimation",Beginner,https://www.coursera.org/learn/agile-project-management
238,IBM Applied DevOps Engineering," User Story, Cloud Deployment, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, Istio, Test Driven Development (TDD), Application Deployment, Kubernetes, Devops Tools, Gherkin (Scripting Language), Jenkins, Agile Software Development, Scrum (Software Development), Test Tools, DevOps, Secure Coding, Grafana, System Monitoring, Agile Methodology",Intermediate,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
239,Game Theory," Game Theory, Mathematical Modeling, Graph Theory, Bayesian Statistics, Behavioral Economics, Probability, Economics, Problem Solving, Algorithms, Theoretical Computer Science, Probability Distribution",Beginner,https://www.coursera.org/learn/game-theory-1
240,"Start the UX Design Process: Empathize, Define, and Ideate"," User Experience Design, User Experience, Persona (User Experience), Web Content Accessibility Guidelines, User Story, UI/UX Research, User Centered Design, Design Thinking, User Research, Human Factors, Human Centered Design, Ideation, Competitive Analysis, Solution Design, Persona Development",Beginner,https://www.coursera.org/learn/start-ux-design-process
241,Google Workspace with Gemini," Google Gemini, Storytelling, Gemini, Video Production, Email Automation, Photo/Video Production and Technology, Google Docs, Google Workspace, Video Editing, Visual Storytelling, Responsible AI, Proofreading, Prompt Engineering, Productivity Software, Gmail, Generative AI, Writing, Collaboration, Project Management, Business Communication",Beginner,https://www.coursera.org/specializations/gemini-for-google-workspace
242,Preparing for Google Cloud Certification: Cloud Architect," Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Prompt Engineering, Application Deployment, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Prompt Engineering Tools, Cloud Deployment, Cloud Computing, Cloud Solutions, Prompt Patterns, CI/CD, Cloud-Native Computing, Terraform, Cloud Applications, Cloud Computing Architecture, Network Planning And Design",Intermediate,https://www.coursera.org/professional-certificates/gcp-cloud-architect
243,Étudier en France: French Intermediate course B1-B2," Language Competency, Oral Comprehension, Language Learning, Grammar, Intercultural Competence, Higher Education, Oral Expression, Vocabulary, Cultural Diversity, Writing, Multilingualism, Formal Learning",Intermediate,https://www.coursera.org/learn/etudier-en-france
244,Leading the Modern Day Business," Design Thinking, Digital Transformation, Creative Problem-Solving, New Product Development, Ideation, Business Transformation, Product Management, IT Management, Product Development, Technology Strategies, Agile Product Development, Innovation, Creativity, Strategic Thinking, Information Technology Architecture, Thought Leadership, Business Strategy, Leadership and Management, Marketing, Storytelling",Beginner,https://www.coursera.org/specializations/leading-modern-day-business
245,Meta iOS Developer," React Native, iOS Development, Core Data (Software), Restful API, Version Control, Mobile Development, User Research, UI/UX Research, Usability Testing, Apple iOS, Jest (JavaScript Testing Framework), Data Structures, Swift Programming, User Interface (UI), Unix Commands, Apple Xcode, Git (Version Control System), Persona (User Experience), React.js, Javascript",Beginner,https://www.coursera.org/professional-certificates/meta-ios-developer
246,Patient Care Technician Fundamentals," Medical Terminology, Healthcare Ethics, Basic Patient Care, Conflict Management, Anatomy, Pathology, Direct Patient Care, Occupational Safety and Health Administration (OSHA), Cultural Responsiveness, Patient-centered Care, Personal protective equipment, Patient Communication, Vital Signs, Hand Hygiene, Patient Safety, Personal Care, Patient Positioning, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Pain Management, Infection Control",Beginner,https://www.coursera.org/specializations/patient-care-technician-fundamentals
247,Geographic Information Systems  (GIS)," ArcGIS, GIS Software, Spatial Data Analysis, Spatial Analysis, Data Storytelling, Geographic Information Systems, Data Presentation, Geospatial Information and Technology, Geospatial Mapping, Public Health and Disease Prevention, Data Sharing, Public Health, Land Management, Heat Maps, Geostatistics, Epidemiology, Community Health, Image Analysis, Land Development, Project Management",Beginner,https://www.coursera.org/specializations/gis
248,Strategic Leadership and Management," Business Strategy, Organizational Change, Business Strategies, Corporate Strategy, Business Planning, Organizational Structure, Safety Culture, Strategic Leadership, Negotiation, Strategic Thinking, Drive Engagement, Organizational Leadership, Conflict Management, Organizational Strategy, Stakeholder Management, Business Ethics, Strategic Planning, Change Management, Leadership Development, Leadership",Beginner,https://www.coursera.org/specializations/strategic-leadership
249,Preparing for Google Cloud Certification: Machine Learning Engineer," Feature Engineering, MLOps (Machine Learning Operations), Model Optimization, Generative AI, Google Cloud Platform, Model Deployment, Tensorflow, Generative AI Agents, Google Gemini, Model Training, Dataflow, Big Data, Keras (Neural Network Library), Machine Learning, Generative Model Architectures, Data Preprocessing, Machine Learning Software, CI/CD, Machine Learning Methods, Cloud Computing",Intermediate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate
250,Preparing for Google Cloud Certification: Cloud Engineer," Cloud Infrastructure, Identity and Access Management, Kubernetes, Google Cloud Platform, Cloud Management, Prompt Engineering, Cloud Storage, Containerization, Infrastructure As A Service (IaaS), Prompt Engineering Tools, Cloud Computing, Cloud Solutions, Prompt Patterns, Cloud-Native Computing, Terraform, Cloud Applications, Cloud Platforms, Cloud Computing Architecture, Infrastructure Architecture, Cloud Engineering",Intermediate,https://www.coursera.org/professional-certificates/cloud-engineering-gcp
251,Certified in Cybersecurity," Network Security, Incident Response, Incident Management, Business Continuity Planning, Business Continuity, Disaster Recovery, Security Controls, System Configuration, Configuration Management, Governance, Cyber Operations, Cybersecurity, Security Awareness, Security Management, Computer Security Incident Management, Cyber Attacks, Computer Security Awareness Training, Information Assurance, Data Security, Role-Based Access Control (RBAC)",Beginner,https://www.coursera.org/specializations/certified-in-cybersecurity
